VIN,Stock,Milege,Interior_Color,Exterior_color,Drive_type,Model,Make,Request Info,Photo,Year,Location,Payment,Trim,Price
1GYKPURK9SZ300189,PR5580,,Noir,Crystal White Tricoat,Rear-Wheel Drive,LYRIQ,Cadillac,(904) 574-4698,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Saint Augustine, FL",$930/mo est.,Sport 1 RWD,"$52,790.00"
1GYKPNRK8SZ317149,LK00879,,Sky Gray W Santorini,Silver,Rear-Wheel Drive,LYRIQ,Cadillac,(210) 966-4687,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Burlingame, CA","$1,019/mo est.",Luxury 1 RWD,"$57,817.00"
1GYKPURL8SZ305053,DS16994X,"5,038",Noir With Santorini Blue Accents,Opulent Blue Metallic,All-Wheel Drive,LYRIQ,Cadillac,(425) 537-4894,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Bellevue, WA",,Sport 1 AWD,No Price Listed
1GYKPNRL1SZ306745,SZ306745U,,Noir With Santorini Blue Accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(626) 609-7304,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Pasadena, CA","$1,128/mo est.",Luxury 1 AWD,"$64,000.00"
1GYKPNRL6SZ312816,LK00876,,Noir With Santori,Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(210) 966-4687,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Burlingame, CA","$1,081/mo est.",Luxury 1 AWD,"$61,351.00"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1GYKPWRL7RZ119106,7RZ119106,"8,070",,Opulent Blue Metallic,All-Wheel Drive,LYRIQ,Cadillac,(346) 552-7695,https://static.cargurus.com/images/forsale/2025/08/29/16/42/2024_cadillac_lyriq-pic-7707453488427973652-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Houston, TX",$768/mo est.,Sport 3 AWD,"$43,488.00"
1GYKPURLXSZ311386,LK00850,,Noir W/Santorini Blue Acc,Radiant Red,All-Wheel Drive,LYRIQ,Cadillac,(210) 966-4687,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Burlingame, CA","$1,163/mo est.",Sport 1 AWD,"$66,014.00"
1GYKPURL9SZ310505,DS17226X,734,Sky Gray With Santorini Blue Accents,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(425) 537-4894,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Bellevue, WA",,Sport 1 AWD,No Price Listed
1GYKPWRL6SZ318332,RCT26701,,Sky Gray W Santorini Blue,Radiant Red,All-Wheel Drive,LYRIQ,Cadillac,(301) 965-1309,https://static.cargurus.com/images/forsale/2025/08/30/16/49/2025_cadillac_lyriq-pic-6439464908437389939-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"Bethesda, MD","$1,247/mo est.",Sport 2 AWD,"$70,750.00"
1GYKPRRL8SZ307401,7401,,Sky Gray With Santorini Blue Accents,Emerald Lake Metallic,All-Wheel Drive,LYRIQ,Cadillac,(951) 904-3363,https://static.cargurus.com/images/forsale/2025/08/28/18/34/2025_cadillac_lyriq-pic-7213394775988017100-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"Riverside, CA","$1,050/mo est.",Luxury 2 AWD,"$59,595.00"
,,,,,,,,,,,,,,
1GYKPNRL4SZ310076,RCT26491,,Noir W/Santorini Blue Accents,Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(301) 965-1309,https://static.cargurus.com/images/forsale/2025/05/10/15/22/2025_cadillac_lyriq-pic-4111293087576116790-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"Bethesda, MD","$1,084/mo est.",Luxury 1 AWD,"$61,510.00"
1GYKPNRL8SZ310064,RCT26132,,Noir W/Santorini Blue Accents,Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(301) 965-1309,https://static.cargurus.com/images/forsale/2025/07/03/20/46/2025_cadillac_lyriq-pic-8478747187200933094-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"Bethesda, MD","$1,084/mo est.",Luxury 1 AWD,"$61,510.00"
1GYKPURL1SZ311163,RCT26134,,Noir W/Santorini Blue Accents,Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(301) 965-1309,https://static.cargurus.com/images/forsale/2025/06/04/17/57/2025_cadillac_lyriq-pic-3792500698211957650-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"Bethesda, MD","$1,093/mo est.",Sport 1 AWD,"$62,010.00"
1GYKPURK8SZ309157,LY5127,122,Noir Santorini,Crystal White Tricoat,Rear-Wheel Drive,LYRIQ,Cadillac,(626) 869-2138,https://static.cargurus.com/images/forsale/2025/08/28/16/02/2025_cadillac_lyriq-pic-5364472587908026832-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"West Covina, CA","$1,104/mo est.",Sport 1 RWD,"$62,669.00"
1GYKPTRL6SZ310438,36447,129,"Noir with Santorini Blue accents, Inteluxe seat tr",Crystal White Tricoat,All-Wheel Drive,LYRIQ,Cadillac,(929) 325-1728,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Glendale, AZ","$1,085/mo est.",Luxury 3 AWD,"$61,578.00"
,,,,,,,,,,,,,,
1GYKPWRL7RZ124967,260031A1,"7,469",Sky Cool Gray with Santorini Blue accents,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(940) 468-1488,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Denton, TX",,Sport 3 AWD,No Price Listed
1GYKPRRL0SZ308218,RCT26463,103,Noir W/Santorini Blue Accents,Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(301) 965-1309,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Bethesda, MD","$1,203/mo est.",Luxury 2 AWD,"$68,240.00"
1GYKPNRL5SZ308028,RCT26457,,Noir W/Santorini Blue Accents,Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(301) 965-1309,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Bethesda, MD","$1,077/mo est.",Luxury 1 AWD,"$61,115.00"
1GYKPNRL9SZ307139,RCT26420,,Noir With Santorini Blue Accents,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(301) 965-1309,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Bethesda, MD","$1,077/mo est.",Luxury 1 AWD,"$61,115.00"
1GYKPURL0SZ309517,309517C01,,Noir,Crystal White Tricoat,All-Wheel Drive,LYRIQ,Cadillac,(440) 693-3550,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Bedford, OH",$999/mo est.,Sport 1 AWD,"$56,693.00"
1GYKPNRL6SZ315828,RCT26554,,Noir W/Santorini Blue Accents,Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(301) 965-1309,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Bethesda, MD","$1,102/mo est.",Luxury 1 AWD,"$62,500.00"
1GYKPURK4SZ317787,SZ317787L,,NOIR W/ SANTORINI BLUE,Blue,Rear-Wheel Drive,LYRIQ,Cadillac,(424) 999-7366,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Beverly Hills, CA","$1,079/mo est.",Sport 1 RWD,"$61,215.00"
1GYKPURK8SZ317873,SZ317873L,,NOIR W/ SANTORINI BLUE,Silver,Rear-Wheel Drive,LYRIQ,Cadillac,(424) 999-7366,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Beverly Hills, CA","$1,068/mo est.",Sport 1 RWD,"$60,590.00"
1GYKPURK5SZ315272,SZ315272L,,NOIR W/ SANTORINI BLUE,Silver,Rear-Wheel Drive,LYRIQ,Cadillac,(424) 999-7366,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Beverly Hills, CA","$1,078/mo est.",Sport 1 RWD,"$61,190.00"
1GYKPURK5SZ310945,SZ310945,,,Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(760) 330-2914,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Carlsbad, CA","$1,066/mo est.",Sport 1 RWD,"$60,490.00"
1GYKPRRL1SZ313783,RCT26218,,Black (Backen Blk With Santorini),Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(301) 965-1309,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Bethesda, MD","$1,195/mo est.",Luxury 2 AWD,"$67,815.00"
1GYKPURKXSZ313842,L216,,NOIR W/ SANTORINI BLUE,Black,Rear-Wheel Drive,LYRIQ,Cadillac,(855) 947-5365,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"New York, NY","$1,086/mo est.",Sport 1 RWD,"$61,610.00"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1GYKPMRK7RZ109073,RZ109073,"10,992",Noir,Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(650) 844-0198,https://static.cargurus.com/images/forsale/2025/08/10/14/08/2024_cadillac_lyriq-pic-8164488593126165447-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"San Francisco, CA",$636/mo est.,Tech RWD,"$35,999.00"
1GYKPWRL3SZ313508,RCT26220,,Sky Gry With Santori,Crystal White,All-Wheel Drive,LYRIQ,Cadillac,(301) 965-1309,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Bethesda, MD","$1,221/mo est.",Sport 2 AWD,"$69,310.00"
1GYXPZRL8TZ600139,T08544A,"1,845",Noir with Santorini Blue accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ-V,Cadillac,(757) 703-4730,https://static.cargurus.com/images/forsale/2025/08/26/18/00/2026_cadillac_lyriq-v-pic-5502859798537044842-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2026,"Norfolk, VA","$1,232/mo est.",AWD,"$69,882.00"
1GYKPURK5SZ316969,L217,,NOIR W/ SANTORINI BLUE,Black,Rear-Wheel Drive,LYRIQ,Cadillac,(855) 947-5365,https://static.cargurus.com/images/forsale/2025/07/02/01/08/2025_cadillac_lyriq-pic-5096474839266304333-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"New York, NY","$1,086/mo est.",Sport 1 RWD,"$61,640.00"
1GYKPNRL9SZ303088,B303088B,,Noir With Santorini Blue Accents,Celestial Metallic,All-Wheel Drive,LYRIQ,Cadillac,(845) 407-9329,https://static.cargurus.com/images/forsale/2025/09/05/08/42/2025_cadillac_lyriq-pic-8698657686349051180-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"Nanuet, NY","$1,110/mo est.",Luxury 1 AWD,"$62,990.00"
,,,,,,,,,,,,,,
1GYKPURK7SZ311496,C2634L,,Noir With Santorini Blu A,Black,Rear-Wheel Drive,LYRIQ,Cadillac,(844) 585-1274,https://static.cargurus.com/images/forsale/2025/09/30/17/17/2025_cadillac_lyriq-pic-3466843156670950900-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"Duluth, GA",,Sport 1 RWD,No Price Listed
1GYKPURL9SZ315753,DS17617X,,Sky Gray With Santorini Blue Accents,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(425) 537-4894,http://vehicle-photos-published.vauto.com/e6/3a/6a/16-2e50-4a93-8a56-c2765803488f/image-1.jpg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"Bellevue, WA",,Sport 1 AWD,No Price Listed
1GYKPRRL2RZ129799,P12486,"11,267",Sky Gray With Santorini Blue Accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(252) 516-7574,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Henderson, NC",,Luxury 2 AWD,No Price Listed
1GYKPWRK2RZ108263,P6656,"11,468",Sky Gray With Santorini Blue Accents,Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(770) 343-5667,https://static.cargurus.com/images/forsale/2025/10/01/20/12/2024_cadillac_lyriq-pic-5186868048722238481-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Morrow, GA",,Sport 3 RWD,No Price Listed
1GYKPSRL0RZ137794,C709C,"7,283",,Blue,All-Wheel Drive,LYRIQ,Cadillac,,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Hartford, CT",,Luxury 3 AWD,No Price Listed
,,,,,,,,,,,,,,
1GYKPSRL7RZ138327,C710C,"7,273",,Red,All-Wheel Drive,LYRIQ,Cadillac,,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Hartford, CT",,Luxury 3 AWD,No Price Listed
1GYKPMRK2RZ100975,T100975,"15,185",Noir,Silver,Rear-Wheel Drive,LYRIQ,Cadillac,(318) 351-2395,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Shreveport, LA",,Tech RWD,No Price Listed
1GYKPTRL9RZ120854,G6025A,"29,463",Sky Gray With Santorini Blue Accents,Crystal White Tricoat,All-Wheel Drive,LYRIQ,Cadillac,(833) 335-0582,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Raynham, MA",,Sport 1 AWD,No Price Listed
1GYKPWRL7SZ310496,DS17228X,,Noir With Santorini Blue Accents,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(425) 537-4894,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Bellevue, WA",,Sport 2 AWD,No Price Listed
1GYKPPRLXPZ000730,000730E,"1,985",Gray (Sky Grey),Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(321) 486-6697,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2023,"Titusville, FL",,Luxury AWD,No Price Listed
1GYKPRRKXRZ130111,CTA561,"20,628",Sky Gray With Santorini Blue Accents,Crystal White Tricoat,Rear-Wheel Drive,LYRIQ,Cadillac,(469) 970-5906,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Terrell, TX",,Luxury 2 RWD,No Price Listed
1GYKPNRLXSZ308123,3169A,"3,916",Noir with Santorini Blue accents,Gray,All-Wheel Drive,LYRIQ,Cadillac,(315) 509-9086,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Syracuse, NY",,Luxury 1 AWD,No Price Listed
1GYKPURLXSZ308763,AU1320,"1,054",Noir,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(888) 482-1612,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Highland Park, IL",$797/mo est.,Sport 1 AWD,"$45,222.00"
1GYKPNRK2SZ310956,C10956P,419,Sky Gray With Santorini Blue Accents,Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(251) 336-3076,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Mobile, AL",$837/mo est.,Luxury 1 RWD,"$47,500.00"
1GYKPURK2SZ307730,Z703875A,"4,368",Sky Gray With Santorini Blue Accents,Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(866) 536-5975,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Homestead, FL",$881/mo est.,Sport 1 RWD,"$49,991.00"
1GYKPTRK8RZ111392,RZ111392,"1,600",Noir With Santorini Blue Accents,Crystal White Tricoat,Rear-Wheel Drive,LYRIQ,Cadillac,(831) 230-4145,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Seaside, CA",$974/mo est.,Sport 1 RWD,"$55,153.00"
1GYKPTRL4SZ308896,20674,"5,726",Oxford Stone With Garnet Accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(530) 203-8993,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Woodland, CA","$1,388/mo est.",Luxury 3 AWD,"$78,766.00"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1GYKPVRK1RZ111715,LV505,"1,335",Noir With Santorini Blue Accents,Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(877) 320-7922,https://static.cargurus.com/images/forsale/2025/09/14/13/47/2024_cadillac_lyriq-pic-8873328599347145058-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Lake Villa, IL",$862/mo est.,Sport 2 RWD,"$48,799.00"
1GYKPMRL3RZ108754,P1469,"9,069",Black,Crystal White Tricoat,All-Wheel Drive,LYRIQ,Cadillac,(309) 274-0827,https://static.cargurus.com/images/forsale/2025/07/19/06/37/2024_cadillac_lyriq-pic-6330892819292678093-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Peoria, IL","$1,709/mo est.",Tech AWD,"$96,764.00"
1GYKPWRK7RZ135524,2241147L,"9,695",Noir With Santorini Blue Accents,Nimbus Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(661) 463-8350,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Santa Clarita, CA","$1,395/mo est.",Sport 3 RWD,"$78,990.00"
1GYKPSRL1RZ125170,UC1359L,"1,541",Sky Cool Gray w/Santorini Blue Accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(833) 420-1207,https://static.cargurus.com/images/forsale/2025/09/13/02/34/2024_cadillac_lyriq-pic-3554103740392730104-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Long Island city , NY","$1,231/mo est.",Luxury 3 AWD,"$69,709.00"
1GYKPPRL9RZ115001,18918,"23,481",Noir with Santorini Blue accents,Nimbus Metallic,All-Wheel Drive,LYRIQ,Cadillac,(859) 328-1391,https://static.cargurus.com/images/forsale/2025/09/30/13/32/2024_cadillac_lyriq-pic-2825882924929931602-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Florence, KY",$715/mo est.,Luxury 1 AWD,"$40,491.00"
,,,,,,,,,,,,,,
1GYKPMRK8PZ002479,T002479,"28,683",Noir,Gray (Satin Steel Metallic),Rear-Wheel Drive,LYRIQ,Cadillac,(903) 459-6328,https://static.cargurus.com/images/forsale/2025/08/26/11/00/2023_cadillac_lyriq-pic-244269188446978132-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2023,"Longview, TX",$643/mo est.,Luxury RWD,"$36,365.00"
1GYKPPRK3RZ101795,26T4445A,"27,853",Sky Gray With Santorini Blue Accents,Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(225) 314-6192,https://static.cargurus.com/images/forsale/2025/06/12/16/22/2024_cadillac_lyriq-pic-5483364390164359380-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Baton Rouge, LA",$760/mo est.,Luxury 1 RWD,"$42,995.00"
1GYKPPRL5RZ106098,P2039,"4,314",Noir With Santorini Blue Accents,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(833) 484-1390,https://static.cargurus.com/images/forsale/2025/09/21/08/26/2023_cadillac_ct4-pic-3595823052054852279-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Lombard, IL",$838/mo est.,Luxury 1 AWD,"$47,423.00"
1GYKPWRK2RZ127671,MU9257,"14,490",Juniper w/Sky Cool Gray Accents,Emerald Lake Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(502) 527-3932,http://overlay.dealerslink.com/5905/exportoverlay-a62feb04-bb7b-9219-e2a8e6b72af0e088/png/MU9257-cada5c8d-32b4-4d57-b2ee-c9a2d4b684ac.jpg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Louisville, KY",$848/mo est.,Sport 3 RWD,"$47,980.00"
1GYKPSRL8RZ119480,B250106,"8,873",Sky Cool Gray with Santorini Blue accents,Nimbus Metallic,All-Wheel Drive,LYRIQ,Cadillac,(217) 269-1440,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Monticello, IL",$839/mo est.,Luxury 3 AWD,"$47,490.00"
,,,,,,,,,,,,,,
1GYKPSRL8RZ137316,T7367,"9,376",Blue,White,All-Wheel Drive,LYRIQ,Cadillac,(920) 322-5834,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Fond Du Lac, WI",$848/mo est.,Luxury 3 AWD,"$47,998.00"
1GYKPPRK3RZ102218,C25O374A,"15,701",Sky Gray With Santorini Blue Accents,Radiant Red Tintcoat,Rear-Wheel Drive,LYRIQ,Cadillac,(352) 706-5274,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Ocala, FL",$764/mo est.,Luxury 1 RWD,"$43,229.00"
