web-scraper-order,web-scraper-start-url,pagination-selector,image-src,data,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,phone,data31,data32,data33,data34,title,data35,price,title2,data36
"1759456819-65","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","","1GYKPPRK9RZ109528","27689081","Not Rated","1,357","Automatic","Black","Electric","Black","Electric","Rear-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Combined gas mileage:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(478) 401-9053","2,246 mi away","Warner Robins, GA","$742/mo est.","1,357 miles","Luxury 1 RWD","Learn more about this 2024 Cadillac LYRIQ","$41,998","2024 Cadillac LYRIQ","Save this listing"
"1759456819-66","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","","1GYKPRRK7RZ136285","136285E","Not Rated","10,014","1-Speed Automatic","Noir With Santorini Blue Accents","Electric","Opulent Blue Metallic","Electric","Rear-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(407) 565-9450","2,531 mi away","Orlando, FL","$777/mo est.","10,014 miles","Luxury 2 RWD","Learn more about this 2024 Cadillac LYRIQ","$43,984","2024 Cadillac LYRIQ","Save this listing"
"1759456819-67","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","New arrival","1GYKPSRL0RZ138315","PRT","Not Rated","","Automatic","","Electric","Black","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","","VIN:","Stock #:","NHTSA overall safety rating:","Transmission:","Fuel type:","Combined gas mileage:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(828) 597-0234","2,192 mi away","Arden, NC","$740/mo est.","","Luxury 3 AWD","Learn more about this 2024 Cadillac LYRIQ","$41,900","2024 Cadillac LYRIQ","Save this listing"
"1759456819-68","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","","1GYKPPRL2RZ119732","18925","Not Rated","17,620","Automatic","Noir with Santorini Blue accents","Electric","Stellar Black Metallic","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Combined gas mileage:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(859) 328-1391","1,975 mi away","Florence, KY","","17,620 miles","Luxury 1 AWD","Learn more about this 2024 Cadillac LYRIQ","No Price Listed","2024 Cadillac LYRIQ","Save this listing"
"1759456819-69","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","","1GYKPSRK7RZ136195","19179","Not Rated","3,721","Automatic","","Electric","Silver","Electric","Rear-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Fuel type:","Combined gas mileage:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","","1,713 mi away","Virden, IL","","3,721 miles","Luxury 3 RWD","Learn more about this 2024 Cadillac LYRIQ","No Price Listed","2024 Cadillac LYRIQ","Save this listing"
"1759456819-70","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","New arrival","1GYKPWRL7SZ310496","DS17228X","5","","1-Speed Automatic","Noir With Santorini Blue Accents","Electric","Radiant Red Tintcoat","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","","VIN:","Stock #:","NHTSA overall safety rating:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2025","Year:","Request info","(425) 537-4894","144 mi away","Bellevue, WA","","","Sport 2 AWD","Learn more about this 2025 Cadillac LYRIQ","No Price Listed","2025 Cadillac LYRIQ","Save this listing"
"1759456819-71","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","","1GYKPRRKXRZ130111","CTA561","Not Rated","20,628","1-Speed Automatic","Sky Gray With Santorini Blue Accents","Electric","Crystal White Tricoat","Electric","Rear-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(469) 970-5906","1,654 mi away","Terrell, TX","","20,628 miles","Luxury 2 RWD","Learn more about this 2024 Cadillac LYRIQ","No Price Listed","2024 Cadillac LYRIQ","Save this listing"
"1759456819-72","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","","1GYKPMRK2RZ100975","T100975","Not Rated","15,185","1-Speed Automatic","Noir","Electric","Silver Metallic","Electric","Rear-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(318) 351-2395","1,785 mi away","Shreveport, LA","","15,185 miles","Tech RWD","Learn more about this 2024 Cadillac LYRIQ","No Price Listed","2024 Cadillac LYRIQ","Save this listing"
"1759456819-73","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","","1GYKPVRK0RZ108935","DJ20821","Not Rated","4,132","Automatic","Sky Cool Gray with Santorini Blue accents","Electric","Radiant Red Tintcoat","Electric","Rear-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Combined gas mileage:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(919) 646-3846","2,396 mi away","Selma, NC","","4,132 miles","Sport 2 RWD","Learn more about this 2024 Cadillac LYRIQ","No Price Listed","2024 Cadillac LYRIQ","Save this listing"
"1759456819-74","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","","1GYKPSRL0RZ137794","C709C","Not Rated","7,283","Automatic","","Electric","Blue","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Fuel type:","Combined gas mileage:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","","2,471 mi away","Hartford, CT","","7,283 miles","Luxury 3 AWD","Learn more about this 2024 Cadillac LYRIQ","No Price Listed","2024 Cadillac LYRIQ","Save this listing"
"1759456819-75","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","","1GYKPSRL7RZ138327","C710C","Not Rated","7,273","Automatic","","Electric","Red","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Fuel type:","Combined gas mileage:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","","2,471 mi away","Hartford, CT","","7,273 miles","Luxury 3 AWD","Learn more about this 2024 Cadillac LYRIQ","No Price Listed","2024 Cadillac LYRIQ","Save this listing"
"1759456819-76","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","New arrival","1GYKPRRL2RZ129799","P12486","Not Rated","11,267","1-Speed Automatic","Sky Gray With Santorini Blue Accents","Electric","Argent Silver Metallic","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(252) 516-7574","2,360 mi away","Henderson, NC","","11,267 miles","Luxury 2 AWD","Learn more about this 2024 Cadillac LYRIQ","No Price Listed","2024 Cadillac LYRIQ","Save this listing"
"1759456819-77","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1759456819-78","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1759456819-79","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","New arrival","1GYKPSRL6RZ139128","PA39128","Not Rated","15,525","1-Speed Automatic","Noir With Santorini Blue Accents","Electric","Stellar Black Metallic","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(410) 397-7716","2,367 mi away","Annapolis, MD","","15,525 miles","Luxury 3 AWD","Learn more about this 2024 Cadillac LYRIQ","No Price Listed","2024 Cadillac LYRIQ","Save this listing"
"1759456819-80","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","","1GYKPSRL8RZ113498","U1930","Not Rated","19,792","1-Speed Automatic","Noir With Santorini Blue Accents","Electric","Stellar Black Metallic","Electric","All-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(231) 265-8895","1,979 mi away","Walnut Hills, OH","","19,792 miles","Luxury 3 AWD","Learn more about this 2024 Cadillac LYRIQ","No Price Listed","2024 Cadillac LYRIQ","Save this listing"
"1759456819-81","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://cdn.inventoryrsc.com/StockImg/ColorMatched_01/cc_2023CAS09_01_640/cc_2023CAS090011_01_640_GB8.jpg?cargurus_image_modified_date=C418123A579C844E9A8C98A94641AE45&io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp","","1GYKPMRK0PZ002041","UC1381T","Not Rated","","Automatic","Noir","Electric","Stellar Black Metallic","Electric","Rear-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Transmission:","Interior color:","Fuel type:","Combined gas mileage:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2023","Year:","Request info","(833) 420-1207","2,440 mi away","Long Island city , NY","","","Luxury RWD","Learn more about this 2023 Cadillac LYRIQ","No Price Listed","2023 Cadillac LYRIQ","Save this listing"
"1759456819-82","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","","1GYKPMRK6PZ000195","22715R1","Not Rated","18,906","Automatic","Gray (Sky Cool Grey)","Electric","Gray (Satin Steel Metallic)","Electric","Rear-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Combined gas mileage:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2023","Year:","Request info","(833) 569-5458","837 mi away","Montclair, CA","","18,906 miles","Luxury RWD","Learn more about this 2023 Cadillac LYRIQ","No Price Listed","2023 Cadillac LYRIQ","Save this listing"
"1759456819-83","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg","New arrival","1GYKPPRK9RZ108346","20922N","Not Rated","27,065","1-Speed Automatic","Noir With Santorini Blue Accents","Electric","Stellar Black Metallic","Electric","Rear-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","VIN:","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(626) 779-9903","838 mi away","City Of Industry, CA","$742/mo est.","27,065 miles","Luxury 1 RWD","Learn more about this 2024 Cadillac LYRIQ","$41,988","2024 Cadillac LYRIQ","Save this listing"
"1759456819-84","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Shop eligible cars","","","","","","","","","",""
"1759456819-85","https://www.cargurus.com/Cars/inventorylisting/viewDetailsFilterViewInventoryListing.action?searchId=65358aa4-5226-4119-9d53-13aa10435819&zip=97211&distance=50000&entitySelectingHelper.selectedEntity=d3157&sourceContext=carGurusHomePageModel&sortDir=ASC&sortType=BEST_MATCH&makeModelTrimPaths=m22%2Fd3157&makeModelTrimPaths=m22&makeModelTrimPaths=m22%2Fd3444&srpVariation=DEFAULT_SEARCH&isDeliveryEnabled=true&nonShippableBaseline=11&maxAccidents=0&hideFleet=true&hideLemon=true&daysOnMarketMax=2","","https://static.cargurus.com/images/forsale/2025/10/01/08/45/2024_cadillac_lyriq-pic-1577075161484910709-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp","New arrival","1GYKPRRK0RZ118727","71240JM","Not Rated","6,724","Automatic","Gray","Electric","Gray","Electric","Rear-Wheel Drive","SUV / Crossover","LYRIQ","Cadillac","Stock #:","NHTSA overall safety rating:","Mileage:","Transmission:","Interior color:","Fuel type:","Combined gas mileage:","Exterior color:","Engine:","Drivetrain:","Body type:","Model:","Make:","2024","Year:","Request info","(769) 224-8701","2,408 mi away","Palmyra, NJ","$812/mo est.","6,724 miles","Luxury 2 RWD","Learn more about this 2024 Cadillac LYRIQ","$45,990","2024 Cadillac LYRIQ","Save this listing"
